,module_0,module_1,module_2,module_3,module_4,module_5,module_6,module_7,module_8,module_9,module_10,module_11,module_12,module_13,module_14,module_15,module_16,module_17,module_18,module_19,module_20,module_21,module_22,module_23,module_24,module_25,module_26,module_27,module_28,module_29,module_30,module_31,module_32,module_33,module_34,module_35,module_36,module_37,module_38,module_39,module_40,module_41,module_42,module_43,module_44,module_45,module_46,module_47,module_48,module_49,module_50,module_51,module_52,module_53,module_54,module_55,module_56,module_57,module_58,module_59,module_60,module_61,module_62,module_63,module_64,module_65,module_66,module_67,module_68,module_69,module_70,module_71,module_72,module_73,module_74,module_75,module_76,module_77,module_78,module_79,module_80,module_81,module_82,module_83,module_84,module_85,module_86,module_87,module_88,module_89,module_90,module_91,module_92,module_93,module_94,module_95,module_96,module_97,module_98,module_99,module_100,module_101,module_102,module_103,module_104,module_105,module_106,module_107,module_108,module_109,module_110,module_111,module_112,module_113,module_114,module_115,module_116,module_117,module_118,module_119,module_120,module_121,module_122,module_123,module_124,module_125,module_126,module_127,module_128,module_129,module_130,module_131,module_132,module_133,module_134,module_135,module_136,module_137,module_138,module_139,module_140,module_141,module_142,module_143,module_144,module_145,module_146,module_147,module_148,module_149,module_150,module_151,module_152,module_153,module_154,module_155,module_156,module_157,module_158,module_159,module_160,module_161,module_162,module_163,module_164,module_165,module_166,module_167,module_168,module_169,module_170,module_171,module_172,module_173,module_174,module_175,module_176,module_177,module_178,module_179,module_180,module_181,module_182,module_183,module_184,module_185,module_186,module_187,module_188,module_189,module_190,module_191,module_192,module_193,module_194,module_195,module_196,module_197,module_198,module_199,module_200,module_201,module_202,module_203,module_204,module_205,module_206,module_207,module_208,module_209,module_210,module_211,module_212,module_213,module_214,module_215,module_216
83,ADGRG2,SMARCD2,HYAL4,GNRHR,MTMR7,EIF4EBP2,ETV4,TAF1,VKORC1,MFSD2B,AIMP1,LRRC23,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF814,DLG5,,NOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DSTYK,,,KCNJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,RNASE2,TNFRSF1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTH1,,,,,,,,,,,,,,,,,
84,HCG4,KIAA0586,KRT8P11,PEG3,KIAA0930,R3HCC1L,ISG15,ZNF549,MGAT1,LYRM4,ZNF226,ADGRF5,,,,,,,,,,,,,,,,,,,,,,,,,,ASGR2,CCDC88A,,ZNF292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDK2AP2,,,CTNS,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP8B4,PMFBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,CTSA,NUDT6,HMGB1P12,NEUROG2,COL9A1,PAK2,IFIH1,SCML1,DOK3,RPS4X,BAG2,FBN1,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP3,USP34,,WSB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEGFB,,,AAMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,ATF7IP2,SIGLEC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,SGSH,COPG1,CDC37P2,SCAND2P,AGPAT4,SOS2,KLHL4,CSPG4,FHP1,RPS10P5,DVL1,SERPINH1,,,,,,,,,,,,,,,,,,,,,,,,,,ZAP70,,,GDE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RING1,,,RXYLT1,,,,,,,,,,,,,,,,,,,,,,,,,,,HPSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ENG,SNX16,AVP,CATSPERB,MOBP,RRP12,HIST1H2AD,GFAP,VAV2,BTF3,FZD6,MAP3K7CL,,,,,,,,,,,,,,,,,,,,,,,,,,PACS1,,,RBM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IKBKB,,,ZC3H12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,SLC35F2,FNTA,ACSM1,CHRNA5,KCNMB4,XPO7,FAR2,CUL2,NUDT4,RPL21P93,RBP1,RELN,,,,,,,,,,,,,,,,,,,,,,,,,,HAUS2,,,GOLGA6L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALCOCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,UNC45A,CPNE3,IGHV5-51,LPO,GREM1,EHMT1,NEK3,CDKN2B,OR7E14P,ST5,DNAJC15,COL4A2,,,,,,,,,,,,,,,,,,,,,,,,,,LRIG2,,,ARGLU1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,IDUA,GGA1,TNFRSF13B,CCN6,SLC31A2,GRM2,HIST1H2BF,CD81,MRPS11,RPSAP44,TSG101,TXNDC5,,,,,,,,,,,,,,,,,,,,,,,,,,BTF3P12,,,ZMYM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PDE1B,KLHL35,GP5,ARSB,CTH,MCM3AP,CORO2A,BBS7,GPN2,RPL30,ZBTB10,ADGRL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,NEU1,MTFR1,CD44-AS1,RPL23AP22,STOML1,GATC,SPRY2,APC2,FPGS,ENTPD7,MIS12,GRB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,C16orf58,SCCPDH,LRRC31,ITIH2,ZIC1,ZXDA,TRIB2,GID4,STC2,RPS17P5,SLC25A24,RAP2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ZNF576,DDRGK1,HTR4,CLPS,ELOVL1,MIEF1,DPP6,ACAA1,MRTO4,RPS18,MTRR,SYDE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,AHDC1,MYO9A,PGLYRP1,FOXN3-AS2,NUP58,OGT,HOXB13,PLPPR2,RB1CC1,RPL7,NDUFS6,CD248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,SYNM,HIST2H2BD,PITPNM1,HOXB3,KCNJ2,HIPK3,PALLD,PISD,USH2A,BCCIP,SNRNP35,KDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,MLXIPL,ASPH,SLC17A3,VEGFD,FBXO2,B3GNT2,TRIM14,WNT7A,NDOR1,SLC9A3R2,BBS10,PCOLCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PDIA2,DNAJA1,MIER2,CHRNA4,TPPP,MINDY2,EZH1,CST3,TADA2A,B3GALT1,HIP1R,ITGB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,SNIP1,ATP6V1C1,CRYBB3,TSHB,ASPA,CDH2,CARMIL1,TUBA4A,ZBTB43,C1QTNF3-AMACR,ZBED8,GJA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,NUCB1,C1DP1,EFNA2,MYBPC3,MGMT,DCAF17,TPST1,DHRS12,ESF1,SOS1,FAM162A,PLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,SLC4A2,SPCS2P4,GUCA2A,TM4SF4,PADI2,HIF1A,GAREM1,CST7,RABGAP1,RPL10A,ADH5,KRT17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,SPRR2C,DYNC2LI1,RPS6KB2-AS1,BARX1,PACS2,NR0B2,HIST1H1C,SCG5,SF3B5,HNRNPCP2,METAP2,ERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,TCN2,RRAGA,RC3H1-IT1,GDF9,GAL3ST1,QRSL1,MTSS2,GFPT1,SH2D4A,RPS7P1,DPY19L4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,FBN2,POLR2K,PIK3C2G,TMEM204,GNG7,PSMD2,HERC5,HCFC1R1,NEMF,RPS15,CDKN2AIP,IGF2BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TALDO1,ATXN3,MYOG,SLC45A2,SEPTIN4,RNPEPL1,OAS2,HSPA9,UXS1,RPS25,ZCCHC10,PALM2-AKAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,SPATA20,SKIL,PDE1C,WT1,SYNGR2,SNAI1,PITPNB,SCAP,PHF2,CD79B,SEPTIN10,SLC26A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,DSP,PRR34,OR1E1,CHD2,QDPR,CAPN7,PTPN2,GPR1,RPL10P2,FER,MAP4K3,MGAT4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,KLK14,PGC,COL19A1,APOB,PIEZO2,SLC3A1,ARNT2,RBBP7,ADAM23,RPL31,TNFRSF4,NOX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,TNFRSF17,KRT18P37,CYP2C18,SLC2A9,KCNC1,ARFGEF1,HERC6,CDKN2A,GAPDH,HMGB1,SDC2,FOXF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PPFIBP2,FAM53C,IL9,PIN1P1,ALAD,ACAD8,HMGA2,UCHL5,THOC6,CAMLG,TNC,TDRD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,EXT2,ELOA,GP1BA,SEMA3G,SPOCK3,G3BP2,HIST1H3G,PCDHGC5,ADRB1,CNBP,FASTKD1,NAP1L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,CHST12,SMAD2,TCL6,LINC01361,MYRF,CAPRIN1,ELOVL2,CABIN1,CDK9,RPS7P10,C12orf29,MCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CENPBD1P1,SUB1,SMPDL3B,LDHAL6B,MSRA,PKP2,AASS,HCCS,CLNS1A,GIT2,RECK,LRRC32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,NECTIN2,FAAP20,PAX1,EPHA1,GPD1,MLANA,HIST1H2BE,TIMP4,DZIP1,HMGB1P4,ABCE1,BEX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,IL1A,IMPAD1,KRT18P44,KRT1,CDC42EP1,IKZF5,OAS3,RHOBTB3,FAM50A,PTBP3,ERMAP,TGFB1I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PIDD1,TMEM50B,PPP1R37,TCP10L,PLEKHB1,PRPS1,ACSL3,EYA2,ST6GALNAC4,ESPL1,SLC35E2B,B4GALT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,SLC12A9,PART1,PTGER3,IKBKE,MGAT3,DLG1,VAMP5,NFS1,PSPC1,RPL22P1,NAA15,PPP1R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,UNC5B,COX6C,SLC28A1,HRG,SLCO3A1,MAP3K7,HIST1H2BO,PDCL3,CDS2,RPL36,HERC2,OLFML2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,SH2D3A,CYB5A,OSBPL7,RPA4,DGKB,NOLC1,HOXC10,TRIM3,SLC2A8,DDX6,ECI2,COL1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,FZD2,DECR1,IL5RA,CLC,FOLH1B,WNT3,SKAP2,GRINA,HIST1H2BB,LPIN2,GDI1,KLHDC8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,TEX13A,SPCS1,IGHD,SULT1B1,UPF3B,HACD3,PSME2,MLLT3,TMED3,TBC1D1,SMARCA5,NID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,RAD23A,TMEM70,AGER,SLC17A1,DNAH17,TAF9B,SPRY4,CTPS2,GPX1P1,ARPC5L,SRP14,TJP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,NBEAL2,SELENOT,IGHV3-72,TRIM10,LDLRAD4,ABI2,PSMD5,NDUFS1,PIKFYVE,DACT1,PRKRIP1,PMVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,C19orf54,VDAC3,GJA8,PLA2G10,APOD,MCCC2,ACADL,F2RL2,CRYBB2,RPS5,DHX40,DNAH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,GPC1,C17orf75,FAM163A,LGALS14,SPOCK1,CASP2,MCMBP,PIGA,PDS5B,HNRNPA1P35,SAR1B,PSRC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,AP1M2,YWHAE,ADH6,CHST4,SHTN1,GAB1,APOBEC3G,EPS8L2,MAPKAP1,ACTG1,RNF14,ST8SIA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,CBLIF,MTDH,UBE2V1P3,CYP2A7,IRGC,GRPEL1,DDX58,SBSPON,ZNRD2,RPL29P7,ERH,CEMIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,HIPK1,LBP,TMPRSS15,GABRE,PLP1,FRS2,SPTBN2,C12orf4,UBE2W,RPS20,GNPTAB,COL3A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
